state_code,county,lat,long,TEST_zipcode,TEST_county,TEST_state,TEST_population,TEST_population_density
GA,Taylor,32.554666999999995,-84.251426,31006,Taylor County,GA,4923,27.0
GA,Thomas,30.864619,-83.919815,31757,Thomas County,GA,10451,123.0
GA,Ware,31.050881,-82.42150699999999,31503,Ware County,GA,21116,64.0
GA,White,34.643776,-83.74341700000001,30528,White County,GA,22679,127.0
GA,Wilkes,33.779030999999996,-82.74792099999999,30673,Wilkes County,GA,7897,30.0
ID,Fremont,44.218090999999994,-111.484429,83445,Fremont County,ID,7406,39.0
ID,Idaho,45.849644,-115.46733700000001,83552,Idaho County,ID,1225,14.0
ID,Jefferson,43.796965,-112.31858799999999,83450,Jefferson County,ID,1104,12.0
ID,Nez Perce,46.333791,-116.76090900000001,83540,Nez Perce County,ID,2190,24.0
ID,Payette,44.00243,-116.75023799999998,83661,Payette County,ID,9881,42.0
IL,Douglas,39.766078,-88.222866,61919,Douglas County,IL,813,37.0
IL,Logan,40.129277,-89.365309,62656,Logan County,IL,20405,141.0
IL,Marshall,41.031119,-89.342371,61540,Marshall County,IL,2916,56.0
IL,Morgan,39.717667999999996,-90.205005,62650,Morgan County,IL,26992,132.0
IN,DeKalb,41.401189,-85.000185,46721,DeKalb County,IN,5058,63.0
IN,Jasper,41.017688,-87.118814,47978,Jasper County,IN,11793,46.0
IN,Rush,39.622378999999995,-85.46644599999999,46173,Rush County,IN,11190,50.0
IA,Benton,42.092546999999996,-92.05763,52346,Benton County,IA,1085,21.0
KS,Crawford,37.505821000000005,-94.853897,66743,Crawford County,KS,4373,30.0
KS,Neosho,37.564283,-95.315682,66733,Neosho County,KS,2215,16.0
KS,Shawnee,39.041805,-95.755664,66604,Shawnee County,KS,23344,3528.0
KY,Grayson,37.458577000000005,-86.344011,42762,Grayson County,KY,422,45.0
KY,Laurel,37.113268,-84.119395,40741,Laurel County,KY,21875,105.0
KY,McCreary,36.731136,-84.491052,42638,McCreary County,KY,207,162.0
KY,Wayne,36.800771999999995,-84.82659,42633,Wayne County,KY,20065,46.0
LA,Jackson,32.30429,-92.5617,71226,Jackson Parish,LA,1638,11.0
LA,Jefferson Davis,30.269529,-92.816221,70591,Jefferson Davis Parish,LA,5299,31.0
LA,Morehouse,32.820008,-91.800399,71220,Morehouse Parish,LA,23266,63.0
LA,Union,32.829349,-92.37565,71241,Union Parish,LA,9982,51.0
LA,Winn,31.941187,-92.641269,71483,Winn Parish,LA,11294,31.0
MD,Kent,39.241279,-76.125987,21620,Kent County,MD,12853,110.0
MA,Dukes,41.38097,-70.701499,02568,Dukes County,MA,4000,600.0
MI,Iosco,44.329482,-82.84944399999999,48445,Huron County,MI,1370,24.0
MI,Lenawee,41.896021999999995,-84.07435600000001,49221,Lenawee County,MI,41310,349.0
MI,Luce,46.940602,-85.582368,49868,Luce County,MI,5409,8.0
MI,Marquette,46.656596,-87.584028,49866,Marquette County,MI,8034,55.0
MI,Sanilac,43.449155,-82.642815,48469,Sanilac County,MI,1245,158.0
MI,Van Buren,42.28215,-86.306076,49043,Van Buren County,MI,2462,76.0
MN,Goodhue,44.406178000000004,-92.71600000000001,55027,Goodhue County,MN,3031,26.0
MN,Winona,43.982268,-91.776708,55952,Winona County,MN,2529,39.0
MS,Amite,31.203933000000003,-90.795542,39645,Amite County,MS,5016,16.0
MS,Calhoun,33.936634000000005,-89.337114,38951,Calhoun County,MS,1316,22.0
MS,Prentiss,34.620566,-88.522184,38829,Prentiss County,MS,18707,70.0
MO,Cooper,38.845386,-92.81232299999999,65237,Cooper County,MO,907,10.0
MO,McDonald,36.630218,-94.343956,64856,McDonald County,MO,4251,42.0
MO,Montgomery,38.935184,-91.465427,63363,Montgomery County,MO,1719,20.0
MO,Newton,36.908371,-94.335034,64850,Newton County,MO,24063,117.0
MO,Platte,39.378696000000005,-94.761472,64079,Platte County,MO,12485,133.0
MO,Ralls,39.553455,-91.524787,63436,Ralls County,MO,1155,14.0
MO,Randolph,39.439249,-92.492959,65270,Randolph County,MO,17681,155.0
MO,Shelby,39.797531,-92.088719,63469,Shelby County,MO,1194,9.0
MT,Hill,48.631959,-110.106321,59532,Hill County,MT,180,1.0
NE,Dodge,41.577008,-96.645853,68057,Dodge County,NE,1544,13.0
NV,Lyon,39.022213,-119.197425,89447,Lyon County,NV,7931,10.0
NM,Eddy,32.457834999999996,-104.306434,88220,Eddy County,NM,33725,16.0
NM,Rio Arriba,36.509669,-106.693983,87551,Rio Arriba County,NM,305,10.0
NY,Chautauqua,42.304216,-79.407595,14728,Chautauqua County,NY,1031,38.0
NY,Franklin,44.594376000000004,-74.31067,12970,Franklin County,NY,963,19.0
NC,Bertie,36.059043,-76.96236400000001,27983,Bertie County,NC,10416,31.0
NC,Burke,35.746182,-81.70618,28655,Burke County,NC,54996,173.0
NC,Caldwell,35.966395,-81.512541,28645,Caldwell County,NC,47703,145.0
NC,Cleveland,35.33463,-81.557114,28150,Cleveland County,NC,28098,263.0
NC,Duplin,34.934403,-77.933543,28349,Duplin County,NC,3724,55.0
NC,Hertford,36.363517,-76.981616,27986,Hertford County,NC,2430,157.0
NC,Lenoir,35.240068,-77.63551,28504,Lenoir County,NC,21642,175.0
NC,McDowell,35.682271,-82.04804399999999,28752,McDowell County,NC,30600,125.0
NC,Northampton,36.421774,-77.398352,27845,Northampton County,NC,2394,24.0
ND,Foster,47.471431,-98.872876,58445,Foster County,ND,160,3.0
ND,Stark,46.817031,-102.662026,58601,Stark County,ND,21078,37.0
OH,Fayette,39.555246000000004,-83.461893,43160,Fayette County,OH,22305,104.0
OH,Lawrence,38.603866,-82.517186,45645,Lawrence County,OH,3036,65.0
OH,Mercer,40.535333,-84.632059,45822,Mercer County,OH,18943,116.0
OH,Pickaway,39.648947,-83.05282700000001,43164,Pickaway County,OH,2203,39.0
OH,Seneca,41.119991999999996,-83.12754699999999,44883,Seneca County,OH,29413,176.0
OH,Wayne,40.829661,-81.887194,44677,Wayne County,OH,2543,154.0
OK,Adair,35.898043,-94.651026,74960,Adair County,OK,13643,45.0
OK,Bryan,33.964003999999996,-96.264137,74726,Bryan County,OK,2398,16.0
OK,Carter,34.251847999999995,-97.287927,73401,Carter County,OK,34927,106.0
OK,Creek,35.907732,-96.379793,74010,Creek County,OK,10501,32.0
OK,Delaware,36.393375,-94.808217,74346,Delaware County,OK,7864,35.0
OK,Osage,36.624299,-96.408112,74084,Osage County,OK,628,10.0
OK,Pottawatomie,35.211393,-96.95700699999999,74873,Pottawatomie County,OK,11821,80.0
OK,Stephens,34.481361,-97.85560699999999,73533,Stephens County,OK,28434,86.0
OR,Lincoln,44.641061,-123.911212,97391,Lincoln County,OR,5344,57.0
PA,Greene,39.847707,-80.225655,15370,Greene County,PA,14870,100.0
PA,Lawrence,40.992734999999996,-80.334446,16101,Lawrence County,PA,34042,478.0
PA,Lycoming,41.343882,-77.055262,17728,Lycoming County,PA,5120,108.0
PA,Warren,41.834298,-79.298182,16329,Warren County,PA,528,64.0
RI,Bristol,41.706831,-71.286637,02809,Bristol County,RI,22938,2335.0
RI,Kent,41.674245,-71.580924,02816,Kent County,RI,32611,862.0
RI,Newport,41.502503999999995,-71.283689,02842,Newport County,RI,16095,1268.0
RI,Providence,41.869768,-71.578625,02828,Providence County,RI,7704,1595.0
RI,Washington,41.396792,-71.62028199999999,02813,Washington County,RI,7831,215.0
SC,Marion,34.08362,-79.354001,29571,Marion County,SC,15622,81.0
SC,Union,34.690397,-81.61589599999999,29379,Union County,SC,19186,75.0
SC,Williamsburg,33.626462,-79.716474,29590,Williamsburg County,SC,3677,37.0
SD,Lincoln,43.27942,-96.722286,57077,Lincoln County,SD,1324,29.0
SD,Meade,44.605282,-102.714169,57787,Meade County,SD,365,1.0
TN,Bedford,35.513659999999994,-86.458294,37160,Bedford County,TN,32744,143.0
TN,Hawkins,36.452089,-82.931485,37873,Hawkins County,TN,4073,66.0
TN,Lewis,35.523244,-87.496983,38462,Lewis County,TN,10297,52.0
TN,White,35.927049,-85.45578499999999,38583,White County,TN,23825,67.0
TX,Atascosa,28.891478000000003,-98.535381,78026,Atascosa County,TX,5861,27.0
TX,Austin,29.891901,-96.27017,77474,Austin County,TX,12782,61.0
TX,Blanco,30.266455999999998,-98.39921700000001,78636,Blanco County,TX,3749,11.0
TX,Burnet,30.78963,-98.201187,78611,Burnet County,TX,12977,47.0
TX,Coryell,31.391177000000003,-97.798022,76528,Coryell County,TX,16974,34.0
TX,Eastland,32.324645000000004,-98.83655999999999,76448,Eastland County,TX,5628,45.0
TX,Erath,32.236661,-98.220507,76401,Erath County,TX,25702,62.0
TX,Fayette,29.877886,-96.921231,78945,Fayette County,TX,10494,42.0
TX,Gaines,32.743942,-102.631561,79360,Gaines County,TX,13574,16.0
TX,Grimes,30.543231,-95.98808199999999,77830,Grimes County,TX,2534,13.0
TX,Guadalupe,29.583532,-97.946771,78155,Guadalupe County,TX,45341,128.0
TX,Hale,34.068436,-101.822888,79072,Hale County,TX,28849,75.0
TX,Hardin,30.329648,-94.393178,77625,Hardin County,TX,8489,27.0
TX,Hopkins,33.148967,-95.565434,75482,Hopkins County,TX,24385,78.0
TX,Hunt,33.123308,-96.08423,75402,Hunt County,TX,15920,176.0
TX,Kaufman,32.598944,-96.288377,75142,Kaufman County,TX,18982,109.0
TX,Kendall,29.943525,-98.70926899999999,78006,Kendall County,TX,27558,88.0
TX,Lamar,33.667263,-95.570348,75460,Lamar County,TX,23592,260.0
TX,Liberty,30.158508,-94.844061,77535,Liberty County,TX,31295,100.0
TX,Limestone,31.547543,-96.593623,76642,Limestone County,TX,7057,28.0
TX,Llano,30.707584000000004,-98.68469,78643,Llano County,TX,6139,9.0
TX,Maverick,28.729786999999998,-100.316678,78852,Maverick County,TX,53040,93.0
TX,Milam,30.791241999999997,-96.98439499999999,76520,Milam County,TX,8413,28.0
TX,Orange,30.122322999999998,-93.8941,77630,Orange County,TX,26796,296.0
TX,Robertson,31.025481,-96.51494100000001,77856,Robertson County,TX,5096,13.0
TX,San Patricio,28.011794000000002,-97.517157,78370,San Patricio County,TX,4877,53.0
TX,Terry,33.171229,-102.33928399999999,79316,Terry County,TX,11451,25.0
TX,Tom Green,31.398822999999997,-100.463788,76908,Tom Green County,TX,1951,1399.0
TX,Walker,30.743163,-95.569825,77320,Walker County,TX,33678,106.0
TX,Wharton,29.27848,-96.229674,77437,Wharton County,TX,17054,53.0
TX,Wilson,29.173883,-98.08673399999999,78161,Wilson County,TX,864,67.0
VT,Lamoille,44.603704,-72.638922,05655,Lamoille County,VT,2868,85.0
VA,Fairfax city,38.853183,-77.299025,22031,Fairfax County,VA,29795,4378.0
VA,Frederick,39.20366,-78.263829,22602,Frederick County,VA,28443,258.0
VA,Fredericksburg city,38.299271999999995,-77.48665799999999,22401,Fredericksburg city,VA,24286,2326.0
VA,Madison,38.412059,-78.276961,22711,Madison County,VA,92,40.0
VA,Manassas city,38.746808,-77.48263299999999,20110,Manassas city,VA,43876,3475.0
VA,Mathews,37.425348,-76.26880799999999,23045,Mathews County,VA,96,40.0
VA,Nelson,37.789079,-78.88344000000001,22949,Nelson County,VA,1300,35.0
VA,Nottoway,37.141166999999996,-78.053866,23824,Nottoway County,VA,7214,41.0
VA,Orange,38.250192999999996,-78.009622,22733,Culpeper County,VA,1469,31.0
VA,Roanoke,37.343588000000004,-79.943996,24019,Roanoke County,VA,26502,857.0
VA,Shenandoah,38.856204,-78.573987,22664,Shenandoah County,VA,8753,175.0
WA,Ferry,48.473256,-118.53358899999999,99166,Ferry County,WA,3222,5.0
WA,Okanogan,48.548453,-119.74223500000001,98827,Okanogan County,WA,312,1.0
WV,Hancock,40.516958,-80.570164,26047,Hancock County,WV,6222,145.0
WV,Logan,37.830591,-81.940853,25601,Logan County,WV,5206,263.0
WV,Marion,39.505839,-80.243402,26571,Marion County,WV,1833,121.0
WV,Ohio,40.098932,-80.620728,26003,Ohio County,WV,43002,454.0
WV,Raleigh,37.762469,-81.26467199999999,25827,Raleigh County,WV,2488,390.0
WI,Grant,42.870028000000005,-90.694229,53813,Grant County,WI,6075,41.0
WI,Iowa,43.001021,-90.133691,53533,Iowa County,WI,7276,51.0
WI,Juneau,43.932836,-90.113984,53950,Juneau County,WI,5449,53.0
WI,Monroe,43.945175,-90.619969,54660,Monroe County,WI,15688,103.0
WY,Albany,41.665514,-105.721883,82051,Albany County,WY,60,0.0
AL,Bullock,32.101759,-85.717261,36089,Bullock County,AL,8760,27.0
AL,Choctaw,31.990954,-88.248889,36921,Choctaw County,AL,1035,10.0
AL,Coosa,32.931445000000004,-86.243482,35136,Coosa County,AL,1796,8.0
AL,Crenshaw,31.732826,-86.319222,36049,Crenshaw County,AL,5706,36.0
AL,DeKalb,34.460929,-85.80399200000001,35968,DeKalb County,AL,4575,85.0
AL,Lowndes,32.147888,-86.650586,36040,Lowndes County,AL,3976,26.0
AL,Marengo,32.247591,-87.79109100000001,36748,Marengo County,AL,3260,21.0
AZ,La Paz,33.72761,-114.03880600000001,85344,La Paz County,AZ,9147,21.0
AZ,Mohave,35.717705,-113.74968899999999,86434,Mohave County,AZ,1490,2.0
AR,Chicot,33.267139,-91.297158,71640,Chicot County,AR,3227,16.0
AR,Howard,34.083064,-93.990931,71833,Howard County,AR,2280,14.0
AR,Lonoke,34.755114,-91.894132,72086,Lonoke County,AR,10727,74.0
AR,Randolph,36.341297999999995,-91.028441,72455,Randolph County,AR,12518,44.0
CO,Kit Carson,39.30534,-102.603023,80836,Kit Carson County,CO,1157,3.0
CO,Rio Grande,37.485853000000006,-106.453128,81154,Rio Grande County,CO,1148,4.0
CO,Washington,39.965790000000005,-103.209744,80720,Washington County,CO,2558,3.0
FL,Washington,30.602217,-85.662797,32428,Washington County,FL,17412,62.0
GA,Calhoun,31.521278999999996,-84.62629,39866,Calhoun County,GA,2122,38.0
GA,Franklin,34.375265999999996,-83.227532,30521,Franklin County,GA,4944,52.0
GA,Haralson,33.795165000000004,-85.220063,30176,Haralson County,GA,7050,84.0
GA,McDuffie,33.479623,-82.47873299999999,30824,McDuffie County,GA,17201,87.0
GA,Toombs,32.117812,-82.330626,30436,Toombs County,GA,11961,42.0
ID,Custer,44.273351,-114.25226699999999,83227,Custer County,ID,142,0.0
ID,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
IL,Franklin,37.991852,-88.926321,62812,Franklin County,IL,11265,118.0
IL,Tazewell,40.508074,-89.51626,61568,Tazewell County,IL,4459,66.0
IN,Fountain,40.121237,-87.234872,47987,Fountain County,IN,4049,33.0
IN,Marshall,41.325003,-86.269036,46563,Marshall County,IN,23599,155.0
IN,Orange,38.547381,-86.489257,47452,Orange County,IN,5359,53.0
IN,Posey,38.027614,-87.86865300000001,47638,Posey County,IN,3577,73.0
IN,Warren,40.352658,-87.375847,47993,Warren County,IN,3918,28.0
IA,Appanoose,40.744296000000006,-92.87306099999999,52544,Appanoose County,IA,7847,57.0
IA,Clayton,42.840984999999996,-91.323576,52043,Clayton County,IA,2321,23.0
IA,Des Moines,40.915339,-91.186925,52650,Des Moines County,IA,826,21.0
IA,Mahaska,41.330797,-92.63636600000001,52577,Mahaska County,IA,15055,95.0
IA,Monona,42.049432,-95.95656600000001,51010,Monona County,IA,456,7.0
IA,Page,40.739090000000004,-95.14429,51636,Page County,IA,405,7.0
KS,Jefferson,39.239644,-95.375314,66066,Jefferson County,KS,2636,34.0
KS,Sumner,37.236662,-97.493352,67152,Sumner County,KS,9541,41.0
KY,Boone,38.9589,-84.73637099999999,41005,Boone County,KY,22569,387.0
KY,Hopkins,37.31107,-87.54219599999999,42431,Hopkins County,KY,26916,162.0
KY,Mason,38.594136999999996,-83.828125,41056,Mason County,KY,14228,102.0
KY,Mercer,37.812084999999996,-84.879695,40330,Mercer County,KY,19334,87.0
KY,Union,37.658029,-87.95165,42437,Union County,KY,8324,48.0
KY,Webster,37.519459999999995,-87.68479,42409,Webster County,KY,2586,30.0
LA,East Feliciana,30.839784,-91.04343399999999,70730,East Feliciana Parish,LA,3499,51.0
LA,LaSalle,31.680083000000003,-92.161596,71342,La Salle Parish,LA,7533,50.0
LA,Madison,32.346878000000004,-91.231932,71282,Madison Parish,LA,11070,24.0
LA,Pointe Coupee,30.708319,-91.604621,70760,Pointe Coupee Parish,LA,6993,214.0
LA,Vermilion,29.789721999999998,-92.291568,70548,Vermilion Parish,LA,10353,20.0
ME,Franklin,44.976724,-70.414935,04966,Franklin County,ME,1682,8.0
MI,Gogebic,46.461513000000004,-89.806863,49968,Gogebic County,MI,2247,9.0
MI,Ionia,42.94465,-85.073766,48846,Ionia County,MI,20269,187.0
MI,Mecosta,43.635295,-85.332751,49332,Mecosta County,MI,3019,67.0
MI,Missaukee,44.325424,-85.085471,49651,Missaukee County,MI,7665,34.0
MI,Oceana,43.647255,-86.807575,49436,Oceana County,MI,1622,52.0
MI,Ogemaw,44.33328,-84.128073,48661,Ogemaw County,MI,10691,40.0
MI,Shiawassee,42.951545,-84.14635200000001,48867,Shiawassee County,MI,28264,205.0
MI,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
MN,Kandiyohi,45.152714,-95.004981,56288,Kandiyohi County,MN,4696,100.0
MN,Sibley,44.575734000000004,-94.23012299999999,55334,Sibley County,MN,2939,34.0
MN,Wilkin,46.362334999999995,-96.47665699999999,56520,Wilkin County,MN,3983,32.0
MS,Benton,34.810518,-89.200285,38603,Benton County,MS,2894,22.0
MS,Lauderdale,32.403998,-88.660449,39342,Lauderdale County,MS,1287,521.0
MS,Quitman,34.252833,-90.290171,38646,Quitman County,MS,3073,29.0
MS,Yalobusha,34.030666,-89.703807,38965,Yalobusha County,MS,9135,37.0
MO,Benton,38.301035999999996,-93.287942,65338,Benton County,MO,3046,26.0
MO,Bollinger,37.318427,-90.02464499999999,63764,Bollinger County,MO,5984,31.0
MO,Carter,36.944858,-90.945705,63965,Carter County,MO,2697,13.0
MO,Stoddard,36.851557,-89.94748100000001,63825,Stoddard County,MO,4409,45.0
MT,Lincoln,48.552385,-115.46318500000001,59935,Lincoln County,MT,3576,4.0
MT,Meagher,46.5857,-110.92173999999999,59645,Meagher County,MT,1635,1.0
MT,Toole,48.645125,-111.73347199999999,59474,Toole County,MT,3820,5.0
NE,Hall,40.866027,-98.502664,68810,Hall County,NE,1109,58.0
NE,Hamilton,40.872817,-98.022329,68818,Hamilton County,NE,5475,30.0
NE,Kearney,40.50912,-98.947602,68959,Kearney County,NE,4015,13.0
NC,Beaufort,35.482313,-76.842014,27808,Beaufort County,NC,2225,53.0
ND,McHenry,48.233841999999996,-100.633267,58741,McHenry County,ND,554,3.0
ND,McIntosh,46.108682,-99.416487,58413,McIntosh County,ND,1150,3.0
OH,Athens,39.332603999999996,-82.04584399999999,45701,Athens County,OH,34122,230.0
OH,Jefferson,40.399384000000005,-80.763527,43910,Jefferson County,OH,3631,66.0
OH,Muskingum,39.966046,-81.943506,43701,Muskingum County,OH,55643,309.0
OH,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
OH,Wyandot,40.839782,-83.313681,43351,Wyandot County,OH,10436,67.0
OK,Comanche,34.66263,-98.476612,73507,Comanche County,OK,22847,112.0
OK,Craig,36.76389,-95.201553,74301,Craig County,OK,11840,30.0
OK,Lincoln,35.703117,-96.881392,74834,Lincoln County,OK,7590,40.0
OK,Okmulgee,35.6435,-95.965947,74447,Okmulgee County,OK,17275,75.0
OK,Ottawa,36.835764000000005,-94.802681,74370,Ottawa County,OK,3537,33.0
OK,Sequoyah,35.502435,-94.750757,74955,Sequoyah County,OK,15344,77.0
OR,Tillamook,45.455890000000004,-123.759299,97107,Tillamook County,OR,1530,109.0
OR,Wasco,45.164536,-121.16506899999999,97063,Wasco County,OR,1074,8.0
PA,Blair,40.498653999999995,-78.309597,16602,Blair County,PA,29554,1997.0
PA,Crawford,41.687876,-80.107795,16433,Crawford County,PA,5384,96.0
PA,Indiana,40.651432,-79.08754499999999,15701,Indiana County,PA,34704,301.0
PA,Susquehanna,41.819665,-75.800969,18801,Susquehanna County,PA,8266,51.0
TN,Benton,36.070948,-88.071232,38320,Benton County,TN,10686,72.0
TN,Cannon,35.808394,-86.062404,37190,Cannon County,TN,8787,60.0
TN,Macon,36.537757,-86.00095999999999,37083,Macon County,TN,13909,95.0
TN,Meigs,35.512203,-84.816102,37322,Meigs County,TN,8239,62.0
TN,Unicoi,36.100128999999995,-82.41821800000001,37650,Unicoi County,TN,12750,129.0
TX,Angelina,31.251896000000002,-94.61113399999999,75901,Angelina County,TX,29036,180.0
TX,Calhoun,28.441719,-96.579574,77983,Calhoun County,TX,2209,20.0
TX,Cooke,33.639196000000005,-97.21034300000001,76250,Cooke County,TX,937,106.0
TX,Jackson,28.959802000000003,-96.58908000000001,77957,Jackson County,TX,8187,22.0
TX,Karnes,28.908996000000002,-97.852205,78117,Karnes County,TX,545,10.0
TX,Martin,32.30983,-101.961836,79749,Martin County,TX,255,4.0
TX,Nacogdoches,31.620559999999998,-94.62025,75965,Nacogdoches County,TX,17591,238.0
TX,Rockwall,32.898677,-96.404402,75032,Rockwall County,TX,27986,545.0
TX,Val Verde,29.875284999999998,-101.14332399999999,78837,Val Verde County,TX,281,0.0
UT,Morgan,41.091027000000004,-111.57788500000001,84050,Morgan County,UT,9290,25.0
UT,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
VA,Amelia,37.331927,-77.977462,23002,Amelia County,VA,10439,40.0
VA,Fauquier,38.744096,-77.8215,20186,Fauquier County,VA,14557,226.0
VA,Greene,38.297981,-78.470163,22973,Greene County,VA,6191,61.0
VA,Hampton city,37.047961,-76.29729300000001,23664,Hampton city,VA,10194,1950.0
VA,King George,38.27718,-77.16263599999999,22485,King George County,VA,23004,131.0
VA,Lynchburg city,37.399015999999996,-79.195458,24502,Lynchburg city,VA,43426,1566.0
VA,Northampton,37.302775,-75.924018,23310,Northampton County,VA,4736,79.0
VA,Pittsylvania,36.821721000000004,-79.39850200000001,24531,Pittsylvania County,VA,9203,47.0
VA,Poquoson city,37.12836,-76.303534,23662,Poquoson city,VA,12150,793.0
VA,Prince George,37.187325,-77.22099299999998,23875,Prince George County,VA,10878,310.0
VA,Radford city,37.120119,-80.559147,24141,Radford city,VA,20668,324.0
VA,Southampton,36.720068,-77.103813,23829,Southampton County,VA,2622,32.0
VA,Warren,38.908221000000005,-78.207594,22630,Warren County,VA,30292,232.0
VA,Washington,36.747814,-81.950322,24211,Washington County,VA,9922,140.0
WV,Mason,38.770914000000005,-82.029007,25106,Mason County,WV,642,39.0
WV,Upshur,38.90253,-80.231606,26201,Upshur County,WV,19701,110.0
WI,Clark,44.739346000000005,-90.609953,54437,Clark County,WI,3077,26.0
WI,Portage,44.476246,-89.49807,54482,Portage County,WI,8955,98.0
WI,Vilas,46.049848,-89.501254,54561,Vilas County,WI,35,2.0
WY,Hot Springs,43.720209000000004,-108.435076,82443,Hot Springs County,WY,4697,4.0
WY,Johnson,44.044048,-106.58854099999999,82834,Johnson County,WY,7585,4.0
AL,Covington,31.243987,-86.44872099999999,36420,Covington County,AL,10673,40.0
AL,Escambia,31.122287,-87.16841,36426,Escambia County,AL,16202,33.0
AL,Greene,32.844497,-87.9642,35443,Greene County,AL,2009,11.0
AL,Randolph,33.296475,-85.46406800000001,36278,Randolph County,AL,4366,33.0
AL,Winston,34.154565999999996,-87.365346,35553,Winston County,AL,4680,33.0
AR,Baxter,36.280268,-92.329949,72653,Baxter County,AR,28560,129.0
CA,Colusa,39.177739,-122.237563,95987,Colusa County,CA,5992,18.0
CA,Kings,36.072478000000004,-119.81553000000001,93266,Kings County,CA,1587,28.0
CO,Alamosa,37.568442,-105.78804099999999,81101,Alamosa County,CO,14675,36.0
CO,Costilla,37.277547,-105.42894,81133,Costilla County,CO,840,2.0
CO,Lincoln,38.99374,-103.50755500000001,80821,Lincoln County,CO,1093,1.0
FL,Levy,29.284457,-82.783462,34449,Levy County,FL,2809,27.0
FL,Suwannee,30.189244,-82.992754,32062,Suwannee County,FL,2449,40.0
GA,Chattahoochee,32.347445,-84.788021,31905,Chattahoochee County,GA,16044,416.0
GA,Habersham,34.634392,-83.525875,30535,Habersham County,GA,7042,243.0
GA,Hart,34.348733,-82.96329,30516,Hart County,GA,2054,98.0
GA,Upson,32.881837,-84.292283,30286,Upson County,GA,23490,121.0
ID,Gem,44.061473,-116.398784,83670,Gem County,ID,553,7.0
IL,Bureau,41.401303999999996,-89.528377,61356,Bureau County,IL,11281,63.0
IL,Henry,41.350021000000005,-90.130838,61238,Henry County,IL,3247,31.0
IL,Iroquois,40.748867,-87.833601,60928,Iroquois County,IL,709,64.0
IN,Carroll,40.58498,-86.565141,46923,Carroll County,IN,8048,60.0
IN,Clinton,40.305944000000004,-86.47756700000001,46041,Clinton County,IN,23891,95.0
IN,Fulton,41.050384,-86.265006,46975,Fulton County,IN,14691,68.0
IN,Henry,39.929590999999995,-85.397363,47362,Henry County,IN,30243,206.0
IN,Huntington,40.826394,-85.478597,46750,Huntington County,IN,27221,137.0
IN,Kosciusko,41.244293,-85.861575,46590,Kosciusko County,IN,4908,1732.0
IN,LaGrange,41.642462,-85.42784499999999,46761,LaGrange County,IN,12039,98.0
IN,Randolph,40.164079,-85.00579,47394,Randolph County,IN,8470,70.0
IN,Whitley,41.136426,-85.501892,46725,Whitley County,IN,23080,112.0
IA,Butler,42.734757,-92.780153,50602,Butler County,IA,1603,20.0
IA,Clinton,41.898073,-90.534243,52742,Clinton County,IA,7618,65.0
IA,Dickinson,43.389611,-95.196057,51355,Dickinson County,IA,874,356.0
IA,Hardin,42.390208,-93.24166899999999,50206,Hardin County,IA,526,11.0
IA,Iowa,41.683918,-92.059123,52334,Iowa County,IA,311,19.0
IA,Marshall,42.041691,-92.981452,50158,Marshall County,IA,31591,149.0
IA,Montgomery,41.021735,-95.15779,51566,Montgomery County,IA,7035,40.0
IA,Webster,42.433578999999995,-94.175831,50569,Webster County,IA,836,40.0
IA,Wright,42.733007,-93.734735,50525,Wright County,IA,3583,26.0
KS,Clay,39.344964000000004,-97.168853,67432,Clay County,KS,6019,16.0
KS,Coffey,38.23645,-95.729137,66839,Coffey County,KS,4007,28.0
KS,Gove,38.917239,-100.48736,67736,Gove County,KS,228,1.0
KS,Harvey,38.050144,-97.436706,67056,Harvey County,KS,2935,36.0
KS,McPherson,38.395812,-97.64748900000001,67460,McPherson County,KS,15168,66.0
KS,Osage,38.650215,-95.70825500000001,66543,Osage County,KS,725,83.0
KS,Ottawa,39.137963,-97.654802,67467,Ottawa County,KS,2904,11.0
KY,Bullitt,37.969945,-85.702636,40165,Bullitt County,KY,32726,227.0
KY,Campbell,38.946981,-84.379583,41001,Campbell County,KY,16412,321.0
KY,Larue,37.544462,-85.696841,42748,Larue County,KY,8706,66.0
KY,Woodford,38.043103,-84.748855,40383,Woodford County,KY,22408,148.0
LA,West Feliciana,30.872701,-91.421008,70775,West Feliciana Parish,LA,14720,47.0
MI,Cass,41.917243,-86.00014200000001,49031,Cass County,MI,7884,69.0
MI,Crawford,44.680175,-84.611343,49738,Crawford County,MI,9924,34.0
MI,Dickinson,46.012825,-87.866123,49834,Dickinson County,MI,284,8.0
MI,Gratiot,43.292326,-84.60469,48847,Gratiot County,MI,6041,49.0
MI,Huron,43.907616,-82.857045,48468,Huron County,MI,1294,20.0
MN,Beltrami,47.879508,-95.00505,56667,Beltrami County,MN,662,7.0
MN,Faribault,43.676522,-93.947234,56033,Faribault County,MN,345,10.0
MN,Lincoln,44.408238,-96.272032,56113,Lincoln County,MN,238,7.0
MN,Mahnomen,47.328387,-95.811089,56557,Norman County,MN,2811,11.0
