confirmed_cases,country_region,date,lat,long,province_state,state_and_country,rank,confirmed_cases_prev_day,daily_diff_cases,confirmed_recoveries,confirmed_recoveries_prev_day,daily_diff_recoveries,confirmed_deaths,confirmed_deaths_prev_day,daily_diff_deaths
2,Thailand,2020-01-22,15.0,101.0,Not Provided,Not Provided-Thailand,1.0,0.0,2.0,0,0.0,0.0,0,0.0,0.0
3,Thailand,2020-01-23,15.0,101.0,Not Provided,Not Provided-Thailand,2.0,2.0,1.0,0,0.0,0.0,0,0.0,0.0
5,Thailand,2020-01-24,15.0,101.0,Not Provided,Not Provided-Thailand,3.0,3.0,2.0,0,0.0,0.0,0,0.0,0.0
7,Thailand,2020-01-25,15.0,101.0,Not Provided,Not Provided-Thailand,4.0,5.0,2.0,0,0.0,0.0,0,0.0,0.0
8,Thailand,2020-01-26,15.0,101.0,Not Provided,Not Provided-Thailand,5.0,7.0,1.0,2,0.0,2.0,0,0.0,0.0
8,Thailand,2020-01-27,15.0,101.0,Not Provided,Not Provided-Thailand,6.0,8.0,0.0,2,2.0,0.0,0,0.0,0.0
14,Thailand,2020-01-28,15.0,101.0,Not Provided,Not Provided-Thailand,7.0,8.0,6.0,5,2.0,3.0,0,0.0,0.0
14,Thailand,2020-01-29,15.0,101.0,Not Provided,Not Provided-Thailand,8.0,14.0,0.0,5,5.0,0.0,0,0.0,0.0
14,Thailand,2020-01-30,15.0,101.0,Not Provided,Not Provided-Thailand,9.0,14.0,0.0,5,5.0,0.0,0,0.0,0.0
19,Thailand,2020-01-31,15.0,101.0,Not Provided,Not Provided-Thailand,10.0,14.0,5.0,5,5.0,0.0,0,0.0,0.0
19,Thailand,2020-02-01,15.0,101.0,Not Provided,Not Provided-Thailand,11.0,19.0,0.0,5,5.0,0.0,0,0.0,0.0
19,Thailand,2020-02-02,15.0,101.0,Not Provided,Not Provided-Thailand,12.0,19.0,0.0,5,5.0,0.0,0,0.0,0.0
19,Thailand,2020-02-03,15.0,101.0,Not Provided,Not Provided-Thailand,13.0,19.0,0.0,5,5.0,0.0,0,0.0,0.0
25,Thailand,2020-02-04,15.0,101.0,Not Provided,Not Provided-Thailand,14.0,19.0,6.0,5,5.0,0.0,0,0.0,0.0
25,Thailand,2020-02-05,15.0,101.0,Not Provided,Not Provided-Thailand,15.0,25.0,0.0,5,5.0,0.0,0,0.0,0.0
25,Thailand,2020-02-06,15.0,101.0,Not Provided,Not Provided-Thailand,16.0,25.0,0.0,5,5.0,0.0,0,0.0,0.0
25,Thailand,2020-02-07,15.0,101.0,Not Provided,Not Provided-Thailand,17.0,25.0,0.0,5,5.0,0.0,0,0.0,0.0
32,Thailand,2020-02-08,15.0,101.0,Not Provided,Not Provided-Thailand,18.0,25.0,7.0,10,5.0,5.0,0,0.0,0.0
32,Thailand,2020-02-09,15.0,101.0,Not Provided,Not Provided-Thailand,19.0,32.0,0.0,10,10.0,0.0,0,0.0,0.0
32,Thailand,2020-02-10,15.0,101.0,Not Provided,Not Provided-Thailand,20.0,32.0,0.0,10,10.0,0.0,0,0.0,0.0
33,Thailand,2020-02-11,15.0,101.0,Not Provided,Not Provided-Thailand,21.0,32.0,1.0,10,10.0,0.0,0,0.0,0.0
33,Thailand,2020-02-12,15.0,101.0,Not Provided,Not Provided-Thailand,22.0,33.0,0.0,10,10.0,0.0,0,0.0,0.0
33,Thailand,2020-02-13,15.0,101.0,Not Provided,Not Provided-Thailand,23.0,33.0,0.0,12,10.0,2.0,0,0.0,0.0
33,Thailand,2020-02-14,15.0,101.0,Not Provided,Not Provided-Thailand,24.0,33.0,0.0,12,12.0,0.0,0,0.0,0.0
33,Thailand,2020-02-15,15.0,101.0,Not Provided,Not Provided-Thailand,25.0,33.0,0.0,12,12.0,0.0,0,0.0,0.0
34,Thailand,2020-02-16,15.0,101.0,Not Provided,Not Provided-Thailand,26.0,33.0,1.0,14,12.0,2.0,0,0.0,0.0
35,Thailand,2020-02-17,15.0,101.0,Not Provided,Not Provided-Thailand,27.0,34.0,1.0,15,14.0,1.0,0,0.0,0.0
35,Thailand,2020-02-18,15.0,101.0,Not Provided,Not Provided-Thailand,28.0,35.0,0.0,15,15.0,0.0,0,0.0,0.0
35,Thailand,2020-02-19,15.0,101.0,Not Provided,Not Provided-Thailand,29.0,35.0,0.0,15,15.0,0.0,0,0.0,0.0
35,Thailand,2020-02-20,15.0,101.0,Not Provided,Not Provided-Thailand,30.0,35.0,0.0,15,15.0,0.0,0,0.0,0.0
35,Thailand,2020-02-21,15.0,101.0,Not Provided,Not Provided-Thailand,31.0,35.0,0.0,17,15.0,2.0,0,0.0,0.0
35,Thailand,2020-02-22,15.0,101.0,Not Provided,Not Provided-Thailand,32.0,35.0,0.0,17,17.0,0.0,0,0.0,0.0
35,Thailand,2020-02-23,15.0,101.0,Not Provided,Not Provided-Thailand,33.0,35.0,0.0,21,17.0,4.0,0,0.0,0.0
35,Thailand,2020-02-24,15.0,101.0,Not Provided,Not Provided-Thailand,34.0,35.0,0.0,21,21.0,0.0,0,0.0,0.0
37,Thailand,2020-02-25,15.0,101.0,Not Provided,Not Provided-Thailand,35.0,35.0,2.0,22,21.0,1.0,0,0.0,0.0
40,Thailand,2020-02-26,15.0,101.0,Not Provided,Not Provided-Thailand,36.0,37.0,3.0,22,22.0,0.0,0,0.0,0.0
40,Thailand,2020-02-27,15.0,101.0,Not Provided,Not Provided-Thailand,37.0,40.0,0.0,22,22.0,0.0,0,0.0,0.0
41,Thailand,2020-02-28,15.0,101.0,Not Provided,Not Provided-Thailand,38.0,40.0,1.0,28,22.0,6.0,0,0.0,0.0
42,Thailand,2020-02-29,15.0,101.0,Not Provided,Not Provided-Thailand,39.0,41.0,1.0,28,28.0,0.0,0,0.0,0.0
42,Thailand,2020-03-01,15.0,101.0,Not Provided,Not Provided-Thailand,40.0,42.0,0.0,28,28.0,0.0,1,0.0,1.0
43,Thailand,2020-03-02,15.0,101.0,Not Provided,Not Provided-Thailand,41.0,42.0,1.0,31,28.0,3.0,1,1.0,0.0
43,Thailand,2020-03-03,15.0,101.0,Not Provided,Not Provided-Thailand,42.0,43.0,0.0,31,31.0,0.0,1,1.0,0.0
43,Thailand,2020-03-04,15.0,101.0,Not Provided,Not Provided-Thailand,43.0,43.0,0.0,31,31.0,0.0,1,1.0,0.0
47,Thailand,2020-03-05,15.0,101.0,Not Provided,Not Provided-Thailand,44.0,43.0,4.0,31,31.0,0.0,1,1.0,0.0
48,Thailand,2020-03-06,15.0,101.0,Not Provided,Not Provided-Thailand,45.0,47.0,1.0,31,31.0,0.0,1,1.0,0.0
50,Thailand,2020-03-07,15.0,101.0,Not Provided,Not Provided-Thailand,46.0,48.0,2.0,31,31.0,0.0,1,1.0,0.0
50,Thailand,2020-03-08,15.0,101.0,Not Provided,Not Provided-Thailand,47.0,50.0,0.0,31,31.0,0.0,1,1.0,0.0
50,Thailand,2020-03-09,15.0,101.0,Not Provided,Not Provided-Thailand,48.0,50.0,0.0,31,31.0,0.0,1,1.0,0.0
53,Thailand,2020-03-10,15.0,101.0,Not Provided,Not Provided-Thailand,49.0,50.0,3.0,33,31.0,2.0,1,1.0,0.0
59,Thailand,2020-03-11,15.0,101.0,Not Provided,Not Provided-Thailand,50.0,53.0,6.0,34,33.0,1.0,1,1.0,0.0
70,Thailand,2020-03-12,15.0,101.0,Not Provided,Not Provided-Thailand,51.0,59.0,11.0,34,34.0,0.0,1,1.0,0.0
75,Thailand,2020-03-13,15.0,101.0,Not Provided,Not Provided-Thailand,52.0,70.0,5.0,35,34.0,1.0,1,1.0,0.0
2,Japan,2020-01-22,36.0,138.0,Not Provided,Not Provided-Japan,1.0,0.0,2.0,0,0.0,0.0,0,0.0,0.0
1,Japan,2020-01-23,36.0,138.0,Not Provided,Not Provided-Japan,2.0,2.0,-1.0,0,0.0,0.0,0,0.0,0.0
2,Japan,2020-01-24,36.0,138.0,Not Provided,Not Provided-Japan,3.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0
2,Japan,2020-01-25,36.0,138.0,Not Provided,Not Provided-Japan,4.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0
4,Japan,2020-01-26,36.0,138.0,Not Provided,Not Provided-Japan,5.0,2.0,2.0,1,0.0,1.0,0,0.0,0.0
4,Japan,2020-01-27,36.0,138.0,Not Provided,Not Provided-Japan,6.0,4.0,0.0,1,1.0,0.0,0,0.0,0.0
7,Japan,2020-01-28,36.0,138.0,Not Provided,Not Provided-Japan,7.0,4.0,3.0,1,1.0,0.0,0,0.0,0.0
7,Japan,2020-01-29,36.0,138.0,Not Provided,Not Provided-Japan,8.0,7.0,0.0,1,1.0,0.0,0,0.0,0.0
11,Japan,2020-01-30,36.0,138.0,Not Provided,Not Provided-Japan,9.0,7.0,4.0,1,1.0,0.0,0,0.0,0.0
15,Japan,2020-01-31,36.0,138.0,Not Provided,Not Provided-Japan,10.0,11.0,4.0,1,1.0,0.0,0,0.0,0.0
20,Japan,2020-02-01,36.0,138.0,Not Provided,Not Provided-Japan,11.0,15.0,5.0,1,1.0,0.0,0,0.0,0.0
20,Japan,2020-02-02,36.0,138.0,Not Provided,Not Provided-Japan,12.0,20.0,0.0,1,1.0,0.0,0,0.0,0.0
20,Japan,2020-02-03,36.0,138.0,Not Provided,Not Provided-Japan,13.0,20.0,0.0,1,1.0,0.0,0,0.0,0.0
22,Japan,2020-02-04,36.0,138.0,Not Provided,Not Provided-Japan,14.0,20.0,2.0,1,1.0,0.0,0,0.0,0.0
22,Japan,2020-02-05,36.0,138.0,Not Provided,Not Provided-Japan,15.0,22.0,0.0,1,1.0,0.0,0,0.0,0.0
45,Japan,2020-02-06,36.0,138.0,Not Provided,Not Provided-Japan,16.0,22.0,23.0,1,1.0,0.0,0,0.0,0.0
25,Japan,2020-02-07,36.0,138.0,Not Provided,Not Provided-Japan,17.0,45.0,-20.0,1,1.0,0.0,0,0.0,0.0
25,Japan,2020-02-08,36.0,138.0,Not Provided,Not Provided-Japan,18.0,25.0,0.0,1,1.0,0.0,0,0.0,0.0
26,Japan,2020-02-09,36.0,138.0,Not Provided,Not Provided-Japan,19.0,25.0,1.0,1,1.0,0.0,0,0.0,0.0
26,Japan,2020-02-10,36.0,138.0,Not Provided,Not Provided-Japan,20.0,26.0,0.0,4,1.0,3.0,0,0.0,0.0
26,Japan,2020-02-11,36.0,138.0,Not Provided,Not Provided-Japan,21.0,26.0,0.0,9,4.0,5.0,0,0.0,0.0
28,Japan,2020-02-12,36.0,138.0,Not Provided,Not Provided-Japan,22.0,26.0,2.0,9,9.0,0.0,0,0.0,0.0
28,Japan,2020-02-13,36.0,138.0,Not Provided,Not Provided-Japan,23.0,28.0,0.0,9,9.0,0.0,1,0.0,1.0
29,Japan,2020-02-14,36.0,138.0,Not Provided,Not Provided-Japan,24.0,28.0,1.0,9,9.0,0.0,1,1.0,0.0
43,Japan,2020-02-15,36.0,138.0,Not Provided,Not Provided-Japan,25.0,29.0,14.0,12,9.0,3.0,1,1.0,0.0
59,Japan,2020-02-16,36.0,138.0,Not Provided,Not Provided-Japan,26.0,43.0,16.0,12,12.0,0.0,1,1.0,0.0
66,Japan,2020-02-17,36.0,138.0,Not Provided,Not Provided-Japan,27.0,59.0,7.0,12,12.0,0.0,1,1.0,0.0
74,Japan,2020-02-18,36.0,138.0,Not Provided,Not Provided-Japan,28.0,66.0,8.0,13,12.0,1.0,1,1.0,0.0
84,Japan,2020-02-19,36.0,138.0,Not Provided,Not Provided-Japan,29.0,74.0,10.0,18,13.0,5.0,1,1.0,0.0
94,Japan,2020-02-20,36.0,138.0,Not Provided,Not Provided-Japan,30.0,84.0,10.0,18,18.0,0.0,1,1.0,0.0
105,Japan,2020-02-21,36.0,138.0,Not Provided,Not Provided-Japan,31.0,94.0,11.0,22,18.0,4.0,1,1.0,0.0
122,Japan,2020-02-22,36.0,138.0,Not Provided,Not Provided-Japan,32.0,105.0,17.0,22,22.0,0.0,1,1.0,0.0
147,Japan,2020-02-23,36.0,138.0,Not Provided,Not Provided-Japan,33.0,122.0,25.0,22,22.0,0.0,1,1.0,0.0
159,Japan,2020-02-24,36.0,138.0,Not Provided,Not Provided-Japan,34.0,147.0,12.0,22,22.0,0.0,1,1.0,0.0
170,Japan,2020-02-25,36.0,138.0,Not Provided,Not Provided-Japan,35.0,159.0,11.0,22,22.0,0.0,1,1.0,0.0
189,Japan,2020-02-26,36.0,138.0,Not Provided,Not Provided-Japan,36.0,170.0,19.0,22,22.0,0.0,2,1.0,1.0
214,Japan,2020-02-27,36.0,138.0,Not Provided,Not Provided-Japan,37.0,189.0,25.0,22,22.0,0.0,4,2.0,2.0
228,Japan,2020-02-28,36.0,138.0,Not Provided,Not Provided-Japan,38.0,214.0,14.0,22,22.0,0.0,4,4.0,0.0
241,Japan,2020-02-29,36.0,138.0,Not Provided,Not Provided-Japan,39.0,228.0,13.0,32,22.0,10.0,5,4.0,1.0
256,Japan,2020-03-01,36.0,138.0,Not Provided,Not Provided-Japan,40.0,241.0,15.0,32,32.0,0.0,6,5.0,1.0
274,Japan,2020-03-02,36.0,138.0,Not Provided,Not Provided-Japan,41.0,256.0,18.0,32,32.0,0.0,6,6.0,0.0
293,Japan,2020-03-03,36.0,138.0,Not Provided,Not Provided-Japan,42.0,274.0,19.0,43,32.0,11.0,6,6.0,0.0
331,Japan,2020-03-04,36.0,138.0,Not Provided,Not Provided-Japan,43.0,293.0,38.0,43,43.0,0.0,6,6.0,0.0
360,Japan,2020-03-05,36.0,138.0,Not Provided,Not Provided-Japan,44.0,331.0,29.0,43,43.0,0.0,6,6.0,0.0
420,Japan,2020-03-06,36.0,138.0,Not Provided,Not Provided-Japan,45.0,360.0,60.0,46,43.0,3.0,6,6.0,0.0
461,Japan,2020-03-07,36.0,138.0,Not Provided,Not Provided-Japan,46.0,420.0,41.0,76,46.0,30.0,6,6.0,0.0
502,Japan,2020-03-08,36.0,138.0,Not Provided,Not Provided-Japan,47.0,461.0,41.0,76,76.0,0.0,6,6.0,0.0
511,Japan,2020-03-09,36.0,138.0,Not Provided,Not Provided-Japan,48.0,502.0,9.0,76,76.0,0.0,10,6.0,4.0
581,Japan,2020-03-10,36.0,138.0,Not Provided,Not Provided-Japan,49.0,511.0,70.0,101,76.0,25.0,10,10.0,0.0
639,Japan,2020-03-11,36.0,138.0,Not Provided,Not Provided-Japan,50.0,581.0,58.0,118,101.0,17.0,15,10.0,5.0
639,Japan,2020-03-12,36.0,138.0,Not Provided,Not Provided-Japan,51.0,639.0,0.0,118,118.0,0.0,16,15.0,1.0
701,Japan,2020-03-13,36.0,138.0,Not Provided,Not Provided-Japan,52.0,639.0,62.0,118,118.0,0.0,19,16.0,3.0
0,Singapore,2020-01-22,1.2833,103.8333,Not Provided,Not Provided-Singapore,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Singapore,2020-01-23,1.2833,103.8333,Not Provided,Not Provided-Singapore,2.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0
3,Singapore,2020-01-24,1.2833,103.8333,Not Provided,Not Provided-Singapore,3.0,1.0,2.0,0,0.0,0.0,0,0.0,0.0
3,Singapore,2020-01-25,1.2833,103.8333,Not Provided,Not Provided-Singapore,4.0,3.0,0.0,0,0.0,0.0,0,0.0,0.0
4,Singapore,2020-01-26,1.2833,103.8333,Not Provided,Not Provided-Singapore,5.0,3.0,1.0,0,0.0,0.0,0,0.0,0.0
5,Singapore,2020-01-27,1.2833,103.8333,Not Provided,Not Provided-Singapore,6.0,4.0,1.0,0,0.0,0.0,0,0.0,0.0
7,Singapore,2020-01-28,1.2833,103.8333,Not Provided,Not Provided-Singapore,7.0,5.0,2.0,0,0.0,0.0,0,0.0,0.0
7,Singapore,2020-01-29,1.2833,103.8333,Not Provided,Not Provided-Singapore,8.0,7.0,0.0,0,0.0,0.0,0,0.0,0.0
10,Singapore,2020-01-30,1.2833,103.8333,Not Provided,Not Provided-Singapore,9.0,7.0,3.0,0,0.0,0.0,0,0.0,0.0
13,Singapore,2020-01-31,1.2833,103.8333,Not Provided,Not Provided-Singapore,10.0,10.0,3.0,0,0.0,0.0,0,0.0,0.0
16,Singapore,2020-02-01,1.2833,103.8333,Not Provided,Not Provided-Singapore,11.0,13.0,3.0,0,0.0,0.0,0,0.0,0.0
18,Singapore,2020-02-02,1.2833,103.8333,Not Provided,Not Provided-Singapore,12.0,16.0,2.0,0,0.0,0.0,0,0.0,0.0
18,Singapore,2020-02-03,1.2833,103.8333,Not Provided,Not Provided-Singapore,13.0,18.0,0.0,0,0.0,0.0,0,0.0,0.0
24,Singapore,2020-02-04,1.2833,103.8333,Not Provided,Not Provided-Singapore,14.0,18.0,6.0,0,0.0,0.0,0,0.0,0.0
28,Singapore,2020-02-05,1.2833,103.8333,Not Provided,Not Provided-Singapore,15.0,24.0,4.0,0,0.0,0.0,0,0.0,0.0
28,Singapore,2020-02-06,1.2833,103.8333,Not Provided,Not Provided-Singapore,16.0,28.0,0.0,0,0.0,0.0,0,0.0,0.0
30,Singapore,2020-02-07,1.2833,103.8333,Not Provided,Not Provided-Singapore,17.0,28.0,2.0,0,0.0,0.0,0,0.0,0.0
33,Singapore,2020-02-08,1.2833,103.8333,Not Provided,Not Provided-Singapore,18.0,30.0,3.0,2,0.0,2.0,0,0.0,0.0
40,Singapore,2020-02-09,1.2833,103.8333,Not Provided,Not Provided-Singapore,19.0,33.0,7.0,2,2.0,0.0,0,0.0,0.0
45,Singapore,2020-02-10,1.2833,103.8333,Not Provided,Not Provided-Singapore,20.0,40.0,5.0,2,2.0,0.0,0,0.0,0.0
47,Singapore,2020-02-11,1.2833,103.8333,Not Provided,Not Provided-Singapore,21.0,45.0,2.0,9,2.0,7.0,0,0.0,0.0
50,Singapore,2020-02-12,1.2833,103.8333,Not Provided,Not Provided-Singapore,22.0,47.0,3.0,15,9.0,6.0,0,0.0,0.0
58,Singapore,2020-02-13,1.2833,103.8333,Not Provided,Not Provided-Singapore,23.0,50.0,8.0,15,15.0,0.0,0,0.0,0.0
67,Singapore,2020-02-14,1.2833,103.8333,Not Provided,Not Provided-Singapore,24.0,58.0,9.0,17,15.0,2.0,0,0.0,0.0
72,Singapore,2020-02-15,1.2833,103.8333,Not Provided,Not Provided-Singapore,25.0,67.0,5.0,18,17.0,1.0,0,0.0,0.0
75,Singapore,2020-02-16,1.2833,103.8333,Not Provided,Not Provided-Singapore,26.0,72.0,3.0,18,18.0,0.0,0,0.0,0.0
77,Singapore,2020-02-17,1.2833,103.8333,Not Provided,Not Provided-Singapore,27.0,75.0,2.0,24,18.0,6.0,0,0.0,0.0
81,Singapore,2020-02-18,1.2833,103.8333,Not Provided,Not Provided-Singapore,28.0,77.0,4.0,29,24.0,5.0,0,0.0,0.0
84,Singapore,2020-02-19,1.2833,103.8333,Not Provided,Not Provided-Singapore,29.0,81.0,3.0,34,29.0,5.0,0,0.0,0.0
84,Singapore,2020-02-20,1.2833,103.8333,Not Provided,Not Provided-Singapore,30.0,84.0,0.0,34,34.0,0.0,0,0.0,0.0
85,Singapore,2020-02-21,1.2833,103.8333,Not Provided,Not Provided-Singapore,31.0,84.0,1.0,37,34.0,3.0,0,0.0,0.0
85,Singapore,2020-02-22,1.2833,103.8333,Not Provided,Not Provided-Singapore,32.0,85.0,0.0,37,37.0,0.0,0,0.0,0.0
89,Singapore,2020-02-23,1.2833,103.8333,Not Provided,Not Provided-Singapore,33.0,85.0,4.0,51,37.0,14.0,0,0.0,0.0
89,Singapore,2020-02-24,1.2833,103.8333,Not Provided,Not Provided-Singapore,34.0,89.0,0.0,51,51.0,0.0,0,0.0,0.0
91,Singapore,2020-02-25,1.2833,103.8333,Not Provided,Not Provided-Singapore,35.0,89.0,2.0,53,51.0,2.0,0,0.0,0.0
93,Singapore,2020-02-26,1.2833,103.8333,Not Provided,Not Provided-Singapore,36.0,91.0,2.0,62,53.0,9.0,0,0.0,0.0
93,Singapore,2020-02-27,1.2833,103.8333,Not Provided,Not Provided-Singapore,37.0,93.0,0.0,62,62.0,0.0,0,0.0,0.0
93,Singapore,2020-02-28,1.2833,103.8333,Not Provided,Not Provided-Singapore,38.0,93.0,0.0,62,62.0,0.0,0,0.0,0.0
102,Singapore,2020-02-29,1.2833,103.8333,Not Provided,Not Provided-Singapore,39.0,93.0,9.0,72,62.0,10.0,0,0.0,0.0
106,Singapore,2020-03-01,1.2833,103.8333,Not Provided,Not Provided-Singapore,40.0,102.0,4.0,72,72.0,0.0,0,0.0,0.0
108,Singapore,2020-03-02,1.2833,103.8333,Not Provided,Not Provided-Singapore,41.0,106.0,2.0,78,72.0,6.0,0,0.0,0.0
110,Singapore,2020-03-03,1.2833,103.8333,Not Provided,Not Provided-Singapore,42.0,108.0,2.0,78,78.0,0.0,0,0.0,0.0
110,Singapore,2020-03-04,1.2833,103.8333,Not Provided,Not Provided-Singapore,43.0,110.0,0.0,78,78.0,0.0,0,0.0,0.0
117,Singapore,2020-03-05,1.2833,103.8333,Not Provided,Not Provided-Singapore,44.0,110.0,7.0,78,78.0,0.0,0,0.0,0.0
130,Singapore,2020-03-06,1.2833,103.8333,Not Provided,Not Provided-Singapore,45.0,117.0,13.0,78,78.0,0.0,0,0.0,0.0
138,Singapore,2020-03-07,1.2833,103.8333,Not Provided,Not Provided-Singapore,46.0,130.0,8.0,78,78.0,0.0,0,0.0,0.0
150,Singapore,2020-03-08,1.2833,103.8333,Not Provided,Not Provided-Singapore,47.0,138.0,12.0,78,78.0,0.0,0,0.0,0.0
150,Singapore,2020-03-09,1.2833,103.8333,Not Provided,Not Provided-Singapore,48.0,150.0,0.0,78,78.0,0.0,0,0.0,0.0
160,Singapore,2020-03-10,1.2833,103.8333,Not Provided,Not Provided-Singapore,49.0,150.0,10.0,78,78.0,0.0,0,0.0,0.0
178,Singapore,2020-03-11,1.2833,103.8333,Not Provided,Not Provided-Singapore,50.0,160.0,18.0,96,78.0,18.0,0,0.0,0.0
178,Singapore,2020-03-12,1.2833,103.8333,Not Provided,Not Provided-Singapore,51.0,178.0,0.0,96,96.0,0.0,0,0.0,0.0
200,Singapore,2020-03-13,1.2833,103.8333,Not Provided,Not Provided-Singapore,52.0,178.0,22.0,97,96.0,1.0,0,0.0,0.0
0,Nepal,2020-01-22,28.1667,84.25,Not Provided,Not Provided-Nepal,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Nepal,2020-01-23,28.1667,84.25,Not Provided,Not Provided-Nepal,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Nepal,2020-01-24,28.1667,84.25,Not Provided,Not Provided-Nepal,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-01-25,28.1667,84.25,Not Provided,Not Provided-Nepal,4.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-01-26,28.1667,84.25,Not Provided,Not Provided-Nepal,5.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-01-27,28.1667,84.25,Not Provided,Not Provided-Nepal,6.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-01-28,28.1667,84.25,Not Provided,Not Provided-Nepal,7.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-01-29,28.1667,84.25,Not Provided,Not Provided-Nepal,8.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-01-30,28.1667,84.25,Not Provided,Not Provided-Nepal,9.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-01-31,28.1667,84.25,Not Provided,Not Provided-Nepal,10.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-02-01,28.1667,84.25,Not Provided,Not Provided-Nepal,11.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-02-02,28.1667,84.25,Not Provided,Not Provided-Nepal,12.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-02-03,28.1667,84.25,Not Provided,Not Provided-Nepal,13.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-02-04,28.1667,84.25,Not Provided,Not Provided-Nepal,14.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-02-05,28.1667,84.25,Not Provided,Not Provided-Nepal,15.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-02-06,28.1667,84.25,Not Provided,Not Provided-Nepal,16.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-02-07,28.1667,84.25,Not Provided,Not Provided-Nepal,17.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-02-08,28.1667,84.25,Not Provided,Not Provided-Nepal,18.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-02-09,28.1667,84.25,Not Provided,Not Provided-Nepal,19.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-02-10,28.1667,84.25,Not Provided,Not Provided-Nepal,20.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-02-11,28.1667,84.25,Not Provided,Not Provided-Nepal,21.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Nepal,2020-02-12,28.1667,84.25,Not Provided,Not Provided-Nepal,22.0,1.0,0.0,1,0.0,1.0,0,0.0,0.0
1,Nepal,2020-02-13,28.1667,84.25,Not Provided,Not Provided-Nepal,23.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-14,28.1667,84.25,Not Provided,Not Provided-Nepal,24.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-15,28.1667,84.25,Not Provided,Not Provided-Nepal,25.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-16,28.1667,84.25,Not Provided,Not Provided-Nepal,26.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-17,28.1667,84.25,Not Provided,Not Provided-Nepal,27.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-18,28.1667,84.25,Not Provided,Not Provided-Nepal,28.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-19,28.1667,84.25,Not Provided,Not Provided-Nepal,29.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-20,28.1667,84.25,Not Provided,Not Provided-Nepal,30.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-21,28.1667,84.25,Not Provided,Not Provided-Nepal,31.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-22,28.1667,84.25,Not Provided,Not Provided-Nepal,32.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-23,28.1667,84.25,Not Provided,Not Provided-Nepal,33.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-24,28.1667,84.25,Not Provided,Not Provided-Nepal,34.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-25,28.1667,84.25,Not Provided,Not Provided-Nepal,35.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-26,28.1667,84.25,Not Provided,Not Provided-Nepal,36.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-27,28.1667,84.25,Not Provided,Not Provided-Nepal,37.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Nepal,2020-02-28,28.1667,84.25,Not Provided,Not Provided-Nepal,38.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
