confirmed_cases,country_region,date,lat,long,province_state,state_and_country,rank,confirmed_cases_prev_day,daily_diff_cases,confirmed_recoveries,confirmed_recoveries_prev_day,daily_diff_recoveries,confirmed_deaths,confirmed_deaths_prev_day,daily_diff_deaths
2,Australia,2020-02-06,-34.9285,138.6007,South Australia,South Australia-Australia,16.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0
2,Australia,2020-02-07,-34.9285,138.6007,South Australia,South Australia-Australia,17.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0
2,Australia,2020-02-08,-34.9285,138.6007,South Australia,South Australia-Australia,18.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0
2,Australia,2020-02-09,-34.9285,138.6007,South Australia,South Australia-Australia,19.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0
2,Australia,2020-02-10,-34.9285,138.6007,South Australia,South Australia-Australia,20.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0
2,Australia,2020-02-11,-34.9285,138.6007,South Australia,South Australia-Australia,21.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0
2,Australia,2020-02-12,-34.9285,138.6007,South Australia,South Australia-Australia,22.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0
2,Australia,2020-02-13,-34.9285,138.6007,South Australia,South Australia-Australia,23.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0
2,Australia,2020-02-14,-34.9285,138.6007,South Australia,South Australia-Australia,24.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0
2,Australia,2020-02-15,-34.9285,138.6007,South Australia,South Australia-Australia,25.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0
2,Australia,2020-02-16,-34.9285,138.6007,South Australia,South Australia-Australia,26.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0
2,Australia,2020-02-17,-34.9285,138.6007,South Australia,South Australia-Australia,27.0,2.0,0.0,2,0.0,2.0,0,0.0,0.0
2,Australia,2020-02-18,-34.9285,138.6007,South Australia,South Australia-Australia,28.0,2.0,0.0,2,2.0,0.0,0,0.0,0.0
2,Australia,2020-02-19,-34.9285,138.6007,South Australia,South Australia-Australia,29.0,2.0,0.0,2,2.0,0.0,0,0.0,0.0
2,Australia,2020-02-20,-34.9285,138.6007,South Australia,South Australia-Australia,30.0,2.0,0.0,2,2.0,0.0,0,0.0,0.0
2,Australia,2020-02-21,-34.9285,138.6007,South Australia,South Australia-Australia,31.0,2.0,0.0,2,2.0,0.0,0,0.0,0.0
2,Australia,2020-02-22,-34.9285,138.6007,South Australia,South Australia-Australia,32.0,2.0,0.0,2,2.0,0.0,0,0.0,0.0
2,Australia,2020-02-23,-34.9285,138.6007,South Australia,South Australia-Australia,33.0,2.0,0.0,2,2.0,0.0,0,0.0,0.0
2,Australia,2020-02-24,-34.9285,138.6007,South Australia,South Australia-Australia,34.0,2.0,0.0,2,2.0,0.0,0,0.0,0.0
2,Australia,2020-02-25,-34.9285,138.6007,South Australia,South Australia-Australia,35.0,2.0,0.0,2,2.0,0.0,0,0.0,0.0
2,Australia,2020-02-26,-34.9285,138.6007,South Australia,South Australia-Australia,36.0,2.0,0.0,2,2.0,0.0,0,0.0,0.0
2,Australia,2020-02-27,-34.9285,138.6007,South Australia,South Australia-Australia,37.0,2.0,0.0,2,2.0,0.0,0,0.0,0.0
2,Australia,2020-02-28,-34.9285,138.6007,South Australia,South Australia-Australia,38.0,2.0,0.0,2,2.0,0.0,0,0.0,0.0
3,Australia,2020-02-29,-34.9285,138.6007,South Australia,South Australia-Australia,39.0,2.0,1.0,2,2.0,0.0,0,0.0,0.0
3,Australia,2020-03-01,-34.9285,138.6007,South Australia,South Australia-Australia,40.0,3.0,0.0,2,2.0,0.0,0,0.0,0.0
3,Australia,2020-03-02,-34.9285,138.6007,South Australia,South Australia-Australia,41.0,3.0,0.0,2,2.0,0.0,0,0.0,0.0
3,Australia,2020-03-03,-34.9285,138.6007,South Australia,South Australia-Australia,42.0,3.0,0.0,2,2.0,0.0,0,0.0,0.0
5,Australia,2020-03-04,-34.9285,138.6007,South Australia,South Australia-Australia,43.0,3.0,2.0,2,2.0,0.0,0,0.0,0.0
5,Australia,2020-03-05,-34.9285,138.6007,South Australia,South Australia-Australia,44.0,5.0,0.0,2,2.0,0.0,0,0.0,0.0
7,Australia,2020-03-06,-34.9285,138.6007,South Australia,South Australia-Australia,45.0,5.0,2.0,2,2.0,0.0,0,0.0,0.0
7,Australia,2020-03-07,-34.9285,138.6007,South Australia,South Australia-Australia,46.0,7.0,0.0,2,2.0,0.0,0,0.0,0.0
7,Australia,2020-03-08,-34.9285,138.6007,South Australia,South Australia-Australia,47.0,7.0,0.0,2,2.0,0.0,0,0.0,0.0
7,Australia,2020-03-09,-34.9285,138.6007,South Australia,South Australia-Australia,48.0,7.0,0.0,2,2.0,0.0,0,0.0,0.0
7,Australia,2020-03-10,-34.9285,138.6007,South Australia,South Australia-Australia,49.0,7.0,0.0,2,2.0,0.0,0,0.0,0.0
9,Australia,2020-03-11,-34.9285,138.6007,South Australia,South Australia-Australia,50.0,7.0,2.0,2,2.0,0.0,0,0.0,0.0
9,Australia,2020-03-12,-34.9285,138.6007,South Australia,South Australia-Australia,51.0,9.0,0.0,2,2.0,0.0,0,0.0,0.0
16,Australia,2020-03-13,-34.9285,138.6007,South Australia,South Australia-Australia,52.0,9.0,7.0,3,2.0,1.0,0,0.0,0.0
0,Belgium,2020-01-22,50.8333,4.0,Not Provided,Not Provided-Belgium,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Belgium,2020-01-23,50.8333,4.0,Not Provided,Not Provided-Belgium,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Belgium,2020-01-24,50.8333,4.0,Not Provided,Not Provided-Belgium,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Belgium,2020-01-25,50.8333,4.0,Not Provided,Not Provided-Belgium,4.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Belgium,2020-01-26,50.8333,4.0,Not Provided,Not Provided-Belgium,5.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Belgium,2020-01-27,50.8333,4.0,Not Provided,Not Provided-Belgium,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Belgium,2020-01-28,50.8333,4.0,Not Provided,Not Provided-Belgium,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Belgium,2020-01-29,50.8333,4.0,Not Provided,Not Provided-Belgium,8.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Belgium,2020-01-30,50.8333,4.0,Not Provided,Not Provided-Belgium,9.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Belgium,2020-01-31,50.8333,4.0,Not Provided,Not Provided-Belgium,10.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Belgium,2020-02-01,50.8333,4.0,Not Provided,Not Provided-Belgium,11.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Belgium,2020-02-02,50.8333,4.0,Not Provided,Not Provided-Belgium,12.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Belgium,2020-02-03,50.8333,4.0,Not Provided,Not Provided-Belgium,13.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-04,50.8333,4.0,Not Provided,Not Provided-Belgium,14.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-05,50.8333,4.0,Not Provided,Not Provided-Belgium,15.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-06,50.8333,4.0,Not Provided,Not Provided-Belgium,16.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-07,50.8333,4.0,Not Provided,Not Provided-Belgium,17.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-08,50.8333,4.0,Not Provided,Not Provided-Belgium,18.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-09,50.8333,4.0,Not Provided,Not Provided-Belgium,19.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-10,50.8333,4.0,Not Provided,Not Provided-Belgium,20.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-11,50.8333,4.0,Not Provided,Not Provided-Belgium,21.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-12,50.8333,4.0,Not Provided,Not Provided-Belgium,22.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-13,50.8333,4.0,Not Provided,Not Provided-Belgium,23.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-14,50.8333,4.0,Not Provided,Not Provided-Belgium,24.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-15,50.8333,4.0,Not Provided,Not Provided-Belgium,25.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-16,50.8333,4.0,Not Provided,Not Provided-Belgium,26.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Belgium,2020-02-17,50.8333,4.0,Not Provided,Not Provided-Belgium,27.0,1.0,0.0,1,0.0,1.0,0,0.0,0.0
1,Belgium,2020-02-18,50.8333,4.0,Not Provided,Not Provided-Belgium,28.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Belgium,2020-02-19,50.8333,4.0,Not Provided,Not Provided-Belgium,29.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Belgium,2020-02-20,50.8333,4.0,Not Provided,Not Provided-Belgium,30.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Belgium,2020-02-21,50.8333,4.0,Not Provided,Not Provided-Belgium,31.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Belgium,2020-02-22,50.8333,4.0,Not Provided,Not Provided-Belgium,32.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Belgium,2020-02-23,50.8333,4.0,Not Provided,Not Provided-Belgium,33.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Belgium,2020-02-24,50.8333,4.0,Not Provided,Not Provided-Belgium,34.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Belgium,2020-02-25,50.8333,4.0,Not Provided,Not Provided-Belgium,35.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Belgium,2020-02-26,50.8333,4.0,Not Provided,Not Provided-Belgium,36.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Belgium,2020-02-27,50.8333,4.0,Not Provided,Not Provided-Belgium,37.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Belgium,2020-02-28,50.8333,4.0,Not Provided,Not Provided-Belgium,38.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
1,Belgium,2020-02-29,50.8333,4.0,Not Provided,Not Provided-Belgium,39.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
2,Belgium,2020-03-01,50.8333,4.0,Not Provided,Not Provided-Belgium,40.0,1.0,1.0,1,1.0,0.0,0,0.0,0.0
8,Belgium,2020-03-02,50.8333,4.0,Not Provided,Not Provided-Belgium,41.0,2.0,6.0,1,1.0,0.0,0,0.0,0.0
13,Belgium,2020-03-03,50.8333,4.0,Not Provided,Not Provided-Belgium,42.0,8.0,5.0,1,1.0,0.0,0,0.0,0.0
23,Belgium,2020-03-04,50.8333,4.0,Not Provided,Not Provided-Belgium,43.0,13.0,10.0,1,1.0,0.0,0,0.0,0.0
50,Belgium,2020-03-05,50.8333,4.0,Not Provided,Not Provided-Belgium,44.0,23.0,27.0,1,1.0,0.0,0,0.0,0.0
109,Belgium,2020-03-06,50.8333,4.0,Not Provided,Not Provided-Belgium,45.0,50.0,59.0,1,1.0,0.0,0,0.0,0.0
169,Belgium,2020-03-07,50.8333,4.0,Not Provided,Not Provided-Belgium,46.0,109.0,60.0,1,1.0,0.0,0,0.0,0.0
200,Belgium,2020-03-08,50.8333,4.0,Not Provided,Not Provided-Belgium,47.0,169.0,31.0,1,1.0,0.0,0,0.0,0.0
239,Belgium,2020-03-09,50.8333,4.0,Not Provided,Not Provided-Belgium,48.0,200.0,39.0,1,1.0,0.0,0,0.0,0.0
267,Belgium,2020-03-10,50.8333,4.0,Not Provided,Not Provided-Belgium,49.0,239.0,28.0,1,1.0,0.0,0,0.0,0.0
314,Belgium,2020-03-11,50.8333,4.0,Not Provided,Not Provided-Belgium,50.0,267.0,47.0,1,1.0,0.0,3,0.0,3.0
314,Belgium,2020-03-12,50.8333,4.0,Not Provided,Not Provided-Belgium,51.0,314.0,0.0,1,1.0,0.0,3,3.0,0.0
559,Belgium,2020-03-13,50.8333,4.0,Not Provided,Not Provided-Belgium,52.0,314.0,245.0,1,1.0,0.0,3,3.0,0.0
0,Egypt,2020-01-22,26.0,30.0,Not Provided,Not Provided-Egypt,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-01-23,26.0,30.0,Not Provided,Not Provided-Egypt,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-01-24,26.0,30.0,Not Provided,Not Provided-Egypt,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-01-25,26.0,30.0,Not Provided,Not Provided-Egypt,4.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-01-26,26.0,30.0,Not Provided,Not Provided-Egypt,5.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-01-27,26.0,30.0,Not Provided,Not Provided-Egypt,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-01-28,26.0,30.0,Not Provided,Not Provided-Egypt,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-01-29,26.0,30.0,Not Provided,Not Provided-Egypt,8.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-01-30,26.0,30.0,Not Provided,Not Provided-Egypt,9.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-01-31,26.0,30.0,Not Provided,Not Provided-Egypt,10.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-01,26.0,30.0,Not Provided,Not Provided-Egypt,11.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-02,26.0,30.0,Not Provided,Not Provided-Egypt,12.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-03,26.0,30.0,Not Provided,Not Provided-Egypt,13.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-04,26.0,30.0,Not Provided,Not Provided-Egypt,14.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-05,26.0,30.0,Not Provided,Not Provided-Egypt,15.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-06,26.0,30.0,Not Provided,Not Provided-Egypt,16.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-07,26.0,30.0,Not Provided,Not Provided-Egypt,17.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-08,26.0,30.0,Not Provided,Not Provided-Egypt,18.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-09,26.0,30.0,Not Provided,Not Provided-Egypt,19.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-10,26.0,30.0,Not Provided,Not Provided-Egypt,20.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-11,26.0,30.0,Not Provided,Not Provided-Egypt,21.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-12,26.0,30.0,Not Provided,Not Provided-Egypt,22.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Egypt,2020-02-13,26.0,30.0,Not Provided,Not Provided-Egypt,23.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-14,26.0,30.0,Not Provided,Not Provided-Egypt,24.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-15,26.0,30.0,Not Provided,Not Provided-Egypt,25.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-16,26.0,30.0,Not Provided,Not Provided-Egypt,26.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-17,26.0,30.0,Not Provided,Not Provided-Egypt,27.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-18,26.0,30.0,Not Provided,Not Provided-Egypt,28.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-19,26.0,30.0,Not Provided,Not Provided-Egypt,29.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-20,26.0,30.0,Not Provided,Not Provided-Egypt,30.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-21,26.0,30.0,Not Provided,Not Provided-Egypt,31.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-22,26.0,30.0,Not Provided,Not Provided-Egypt,32.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-23,26.0,30.0,Not Provided,Not Provided-Egypt,33.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-24,26.0,30.0,Not Provided,Not Provided-Egypt,34.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-25,26.0,30.0,Not Provided,Not Provided-Egypt,35.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-26,26.0,30.0,Not Provided,Not Provided-Egypt,36.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-27,26.0,30.0,Not Provided,Not Provided-Egypt,37.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0
1,Egypt,2020-02-28,26.0,30.0,Not Provided,Not Provided-Egypt,38.0,1.0,0.0,1,0.0,1.0,0,0.0,0.0
1,Egypt,2020-02-29,26.0,30.0,Not Provided,Not Provided-Egypt,39.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0
2,Egypt,2020-03-01,26.0,30.0,Not Provided,Not Provided-Egypt,40.0,1.0,1.0,1,1.0,0.0,0,0.0,0.0
2,Egypt,2020-03-02,26.0,30.0,Not Provided,Not Provided-Egypt,41.0,2.0,0.0,1,1.0,0.0,0,0.0,0.0
2,Egypt,2020-03-03,26.0,30.0,Not Provided,Not Provided-Egypt,42.0,2.0,0.0,1,1.0,0.0,0,0.0,0.0
2,Egypt,2020-03-04,26.0,30.0,Not Provided,Not Provided-Egypt,43.0,2.0,0.0,1,1.0,0.0,0,0.0,0.0
3,Egypt,2020-03-05,26.0,30.0,Not Provided,Not Provided-Egypt,44.0,2.0,1.0,1,1.0,0.0,0,0.0,0.0
15,Egypt,2020-03-06,26.0,30.0,Not Provided,Not Provided-Egypt,45.0,3.0,12.0,1,1.0,0.0,0,0.0,0.0
15,Egypt,2020-03-07,26.0,30.0,Not Provided,Not Provided-Egypt,46.0,15.0,0.0,1,1.0,0.0,0,0.0,0.0
49,Egypt,2020-03-08,26.0,30.0,Not Provided,Not Provided-Egypt,47.0,15.0,34.0,1,1.0,0.0,1,0.0,1.0
55,Egypt,2020-03-09,26.0,30.0,Not Provided,Not Provided-Egypt,48.0,49.0,6.0,1,1.0,0.0,1,1.0,0.0
59,Egypt,2020-03-10,26.0,30.0,Not Provided,Not Provided-Egypt,49.0,55.0,4.0,1,1.0,0.0,1,1.0,0.0
60,Egypt,2020-03-11,26.0,30.0,Not Provided,Not Provided-Egypt,50.0,59.0,1.0,27,1.0,26.0,1,1.0,0.0
67,Egypt,2020-03-12,26.0,30.0,Not Provided,Not Provided-Egypt,51.0,60.0,7.0,27,27.0,0.0,1,1.0,0.0
80,Egypt,2020-03-13,26.0,30.0,Not Provided,Not Provided-Egypt,52.0,67.0,13.0,27,27.0,0.0,2,1.0,1.0
0,Australia,2020-01-22,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-01-23,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-01-24,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-01-25,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,4.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-01-26,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,5.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-01-27,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-01-28,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-01-29,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,8.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-01-30,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,9.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-01-31,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,10.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-01,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,11.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-02,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,12.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-03,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,13.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-04,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,14.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-05,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,15.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-06,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,16.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-07,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,17.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-08,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,18.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-09,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,19.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-10,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,20.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-11,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,21.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-12,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,22.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-13,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,23.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-14,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,24.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-15,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,25.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-16,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,26.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-17,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,27.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-18,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,28.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-19,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,29.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-20,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,30.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
4,Australia,2020-02-21,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,31.0,0.0,4.0,0,0.0,0.0,0,0.0,0.0
7,Australia,2020-02-22,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,32.0,4.0,3.0,0,0.0,0.0,0,0.0,0.0
7,Australia,2020-02-23,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,33.0,7.0,0.0,0,0.0,0.0,0,0.0,0.0
7,Australia,2020-02-24,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,34.0,7.0,0.0,0,0.0,0.0,0,0.0,0.0
7,Australia,2020-02-25,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,35.0,7.0,0.0,0,0.0,0.0,0,0.0,0.0
7,Australia,2020-02-26,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,36.0,7.0,0.0,0,0.0,0.0,0,0.0,0.0
8,Australia,2020-02-27,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,37.0,7.0,1.0,0,0.0,0.0,0,0.0,0.0
8,Australia,2020-02-28,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,38.0,8.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-02-29,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,39.0,8.0,-8.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-03-01,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,40.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-03-02,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,41.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-03-03,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,42.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-03-04,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,43.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-03-05,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,44.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-03-06,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,45.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-03-07,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,46.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-03-08,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,47.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-03-09,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,48.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-03-10,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,49.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,Australia,2020-03-11,35.4437,139.638,From Diamond Princess,From Diamond Princess-Australia,50.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
