country_or_region,province_or_state,county,state_and_county,date,daily_new_cases,running_total_cases,running_total_cases_prev_day,daily_new_deaths,running_total_deaths,running_total_deaths_prev_day,data_source,lat,long,first_case_state_rank,first_case_county_rank,hundred_case_state_rank,hundred_case_county_rank,country_code_2,country_code_3,country_population_2018,us_state_pop_2019_estimate,country_median_age,country_running_agg,state_code
US,Washington,Snohomish,Washington-Snohomish,2020-01-21,1.0,1,0.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,1,WA
US,Washington,Snohomish,Washington-Snohomish,2020-01-22,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,1,WA
US,Washington,Snohomish,Washington-Snohomish,2020-01-23,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,1,WA
US,Illinois,Cook,Illinois-Cook,2020-01-24,1.0,1,0.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,2,IL
US,Washington,Snohomish,Washington-Snohomish,2020-01-24,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,2,WA
US,California,Orange,California-Orange,2020-01-25,1.0,1,0.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,3,CA
US,Illinois,Cook,Illinois-Cook,2020-01-25,0.0,1,1.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,3,IL
US,Washington,Snohomish,Washington-Snohomish,2020-01-25,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,3,WA
US,Arizona,Maricopa,Arizona-Maricopa,2020-01-26,1.0,1,0.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,5,AZ
US,California,Los Angeles,California-Los Angeles,2020-01-26,1.0,1,0.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,5,CA
US,California,Orange,California-Orange,2020-01-26,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,5,CA
US,Illinois,Cook,Illinois-Cook,2020-01-26,0.0,1,1.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,5,IL
US,Washington,Snohomish,Washington-Snohomish,2020-01-26,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,5,WA
US,Arizona,Maricopa,Arizona-Maricopa,2020-01-27,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,5,AZ
US,California,Los Angeles,California-Los Angeles,2020-01-27,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,5,CA
US,California,Orange,California-Orange,2020-01-27,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,5,CA
US,Illinois,Cook,Illinois-Cook,2020-01-27,0.0,1,1.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,5,IL
US,Washington,Snohomish,Washington-Snohomish,2020-01-27,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,5,WA
US,Arizona,Maricopa,Arizona-Maricopa,2020-01-28,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,5,AZ
US,California,Los Angeles,California-Los Angeles,2020-01-28,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,5,CA
US,California,Orange,California-Orange,2020-01-28,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,5,CA
US,Illinois,Cook,Illinois-Cook,2020-01-28,0.0,1,1.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,5,IL
US,Washington,Snohomish,Washington-Snohomish,2020-01-28,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,5,WA
US,Arizona,Maricopa,Arizona-Maricopa,2020-01-29,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,5,AZ
US,California,Los Angeles,California-Los Angeles,2020-01-29,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,5,CA
US,California,Orange,California-Orange,2020-01-29,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,5,CA
US,Illinois,Cook,Illinois-Cook,2020-01-29,0.0,1,1.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,5,IL
US,Washington,Snohomish,Washington-Snohomish,2020-01-29,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,5,WA
US,Arizona,Maricopa,Arizona-Maricopa,2020-01-30,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,6,AZ
US,California,Los Angeles,California-Los Angeles,2020-01-30,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,6,CA
US,California,Orange,California-Orange,2020-01-30,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,6,CA
US,Illinois,Cook,Illinois-Cook,2020-01-30,1.0,2,1.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,6,IL
US,Washington,Snohomish,Washington-Snohomish,2020-01-30,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,6,WA
US,Arizona,Maricopa,Arizona-Maricopa,2020-01-31,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,7,AZ
US,California,Los Angeles,California-Los Angeles,2020-01-31,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,7,CA
US,California,Orange,California-Orange,2020-01-31,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,7,CA
US,California,Santa Clara,California-Santa Clara,2020-01-31,1.0,1,0.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,7,CA
US,Illinois,Cook,Illinois-Cook,2020-01-31,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,7,IL
US,Washington,Snohomish,Washington-Snohomish,2020-01-31,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,7,WA
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-01,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,8,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-01,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,8,CA
US,California,Orange,California-Orange,2020-02-01,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,8,CA
US,California,Santa Clara,California-Santa Clara,2020-02-01,0.0,1,1.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,8,CA
US,Illinois,Cook,Illinois-Cook,2020-02-01,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,8,IL
US,Massachusetts,Suffolk,Massachusetts-Suffolk,2020-02-01,1.0,1,0.0,0.0,0,0.0,NYT,42.338551,-71.018253,,,,,US,USA,327167434.0,6949503,38.1,8,MA
US,Washington,Snohomish,Washington-Snohomish,2020-02-01,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,8,WA
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-02,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,11,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-02,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,11,CA
US,California,Orange,California-Orange,2020-02-02,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,11,CA
US,California,San Francisco,California-San Francisco,2020-02-02,2.0,2,0.0,0.0,0,0.0,NYT,37.727239000000004,-123.032229,,,,,US,USA,327167434.0,39512223,38.1,11,CA
US,California,Santa Clara,California-Santa Clara,2020-02-02,1.0,2,1.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,11,CA
US,Illinois,Cook,Illinois-Cook,2020-02-02,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,11,IL
US,Massachusetts,Suffolk,Massachusetts-Suffolk,2020-02-02,0.0,1,1.0,0.0,0,0.0,NYT,42.338551,-71.018253,,,,,US,USA,327167434.0,6949503,38.1,11,MA
US,Washington,Snohomish,Washington-Snohomish,2020-02-02,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,11,WA
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-03,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,11,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-03,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,11,CA
US,California,Orange,California-Orange,2020-02-03,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,11,CA
US,California,San Francisco,California-San Francisco,2020-02-03,0.0,2,2.0,0.0,0,0.0,NYT,37.727239000000004,-123.032229,,,,,US,USA,327167434.0,39512223,38.1,11,CA
US,California,Santa Clara,California-Santa Clara,2020-02-03,0.0,2,2.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,11,CA
US,Illinois,Cook,Illinois-Cook,2020-02-03,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,11,IL
US,Massachusetts,Suffolk,Massachusetts-Suffolk,2020-02-03,0.0,1,1.0,0.0,0,0.0,NYT,42.338551,-71.018253,,,,,US,USA,327167434.0,6949503,38.1,11,MA
US,Washington,Snohomish,Washington-Snohomish,2020-02-03,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,11,WA
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-04,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,11,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-04,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,11,CA
US,California,Orange,California-Orange,2020-02-04,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,11,CA
US,California,San Francisco,California-San Francisco,2020-02-04,0.0,2,2.0,0.0,0,0.0,NYT,37.727239000000004,-123.032229,,,,,US,USA,327167434.0,39512223,38.1,11,CA
US,California,Santa Clara,California-Santa Clara,2020-02-04,0.0,2,2.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,11,CA
US,Illinois,Cook,Illinois-Cook,2020-02-04,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,11,IL
US,Massachusetts,Suffolk,Massachusetts-Suffolk,2020-02-04,0.0,1,1.0,0.0,0,0.0,NYT,42.338551,-71.018253,,,,,US,USA,327167434.0,6949503,38.1,11,MA
US,Washington,Snohomish,Washington-Snohomish,2020-02-04,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,11,WA
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-05,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,12,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-05,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,Orange,California-Orange,2020-02-05,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,San Francisco,California-San Francisco,2020-02-05,0.0,2,2.0,0.0,0,0.0,NYT,37.727239000000004,-123.032229,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,Santa Clara,California-Santa Clara,2020-02-05,0.0,2,2.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,Illinois,Cook,Illinois-Cook,2020-02-05,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,12,IL
US,Massachusetts,Suffolk,Massachusetts-Suffolk,2020-02-05,0.0,1,1.0,0.0,0,0.0,NYT,42.338551,-71.018253,,,,,US,USA,327167434.0,6949503,38.1,12,MA
US,Washington,Snohomish,Washington-Snohomish,2020-02-05,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,12,WA
US,Wisconsin,Dane,Wisconsin-Dane,2020-02-05,1.0,1,0.0,0.0,0,0.0,NYT,43.067468,-89.417852,,,,,US,USA,327167434.0,5822434,38.1,12,WI
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-06,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,12,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-06,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,Orange,California-Orange,2020-02-06,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,San Francisco,California-San Francisco,2020-02-06,0.0,2,2.0,0.0,0,0.0,NYT,37.727239000000004,-123.032229,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,Santa Clara,California-Santa Clara,2020-02-06,0.0,2,2.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,Illinois,Cook,Illinois-Cook,2020-02-06,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,12,IL
US,Massachusetts,Suffolk,Massachusetts-Suffolk,2020-02-06,0.0,1,1.0,0.0,0,0.0,NYT,42.338551,-71.018253,,,,,US,USA,327167434.0,6949503,38.1,12,MA
US,Washington,Snohomish,Washington-Snohomish,2020-02-06,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,12,WA
US,Wisconsin,Dane,Wisconsin-Dane,2020-02-06,0.0,1,1.0,0.0,0,0.0,NYT,43.067468,-89.417852,,,,,US,USA,327167434.0,5822434,38.1,12,WI
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-07,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,12,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-07,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,Orange,California-Orange,2020-02-07,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,San Francisco,California-San Francisco,2020-02-07,0.0,2,2.0,0.0,0,0.0,NYT,37.727239000000004,-123.032229,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,Santa Clara,California-Santa Clara,2020-02-07,0.0,2,2.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,Illinois,Cook,Illinois-Cook,2020-02-07,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,12,IL
US,Massachusetts,Suffolk,Massachusetts-Suffolk,2020-02-07,0.0,1,1.0,0.0,0,0.0,NYT,42.338551,-71.018253,,,,,US,USA,327167434.0,6949503,38.1,12,MA
US,Washington,Snohomish,Washington-Snohomish,2020-02-07,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,12,WA
US,Wisconsin,Dane,Wisconsin-Dane,2020-02-07,0.0,1,1.0,0.0,0,0.0,NYT,43.067468,-89.417852,,,,,US,USA,327167434.0,5822434,38.1,12,WI
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-08,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,12,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-08,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,Orange,California-Orange,2020-02-08,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,San Francisco,California-San Francisco,2020-02-08,0.0,2,2.0,0.0,0,0.0,NYT,37.727239000000004,-123.032229,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,Santa Clara,California-Santa Clara,2020-02-08,0.0,2,2.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,Illinois,Cook,Illinois-Cook,2020-02-08,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,12,IL
US,Massachusetts,Suffolk,Massachusetts-Suffolk,2020-02-08,0.0,1,1.0,0.0,0,0.0,NYT,42.338551,-71.018253,,,,,US,USA,327167434.0,6949503,38.1,12,MA
US,Washington,Snohomish,Washington-Snohomish,2020-02-08,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,12,WA
US,Wisconsin,Dane,Wisconsin-Dane,2020-02-08,0.0,1,1.0,0.0,0,0.0,NYT,43.067468,-89.417852,,,,,US,USA,327167434.0,5822434,38.1,12,WI
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-09,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,12,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-09,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,Orange,California-Orange,2020-02-09,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,San Francisco,California-San Francisco,2020-02-09,0.0,2,2.0,0.0,0,0.0,NYT,37.727239000000004,-123.032229,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,California,Santa Clara,California-Santa Clara,2020-02-09,0.0,2,2.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,12,CA
US,Illinois,Cook,Illinois-Cook,2020-02-09,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,12,IL
US,Massachusetts,Suffolk,Massachusetts-Suffolk,2020-02-09,0.0,1,1.0,0.0,0,0.0,NYT,42.338551,-71.018253,,,,,US,USA,327167434.0,6949503,38.1,12,MA
US,Washington,Snohomish,Washington-Snohomish,2020-02-09,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,12,WA
US,Wisconsin,Dane,Wisconsin-Dane,2020-02-09,0.0,1,1.0,0.0,0,0.0,NYT,43.067468,-89.417852,,,,,US,USA,327167434.0,5822434,38.1,12,WI
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-10,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,13,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-10,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,13,CA
US,California,Orange,California-Orange,2020-02-10,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,13,CA
US,California,San Diego,California-San Diego,2020-02-10,1.0,1,0.0,0.0,0,0.0,NYT,33.023604,-116.776117,,,,,US,USA,327167434.0,39512223,38.1,13,CA
US,California,San Francisco,California-San Francisco,2020-02-10,0.0,2,2.0,0.0,0,0.0,NYT,37.727239000000004,-123.032229,,,,,US,USA,327167434.0,39512223,38.1,13,CA
US,California,Santa Clara,California-Santa Clara,2020-02-10,0.0,2,2.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,13,CA
US,Illinois,Cook,Illinois-Cook,2020-02-10,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,13,IL
US,Massachusetts,Suffolk,Massachusetts-Suffolk,2020-02-10,0.0,1,1.0,0.0,0,0.0,NYT,42.338551,-71.018253,,,,,US,USA,327167434.0,6949503,38.1,13,MA
US,Washington,Snohomish,Washington-Snohomish,2020-02-10,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,13,WA
US,Wisconsin,Dane,Wisconsin-Dane,2020-02-10,0.0,1,1.0,0.0,0,0.0,NYT,43.067468,-89.417852,,,,,US,USA,327167434.0,5822434,38.1,13,WI
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-11,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,13,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-11,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,13,CA
US,California,Orange,California-Orange,2020-02-11,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,13,CA
US,California,San Diego,California-San Diego,2020-02-11,0.0,1,1.0,0.0,0,0.0,NYT,33.023604,-116.776117,,,,,US,USA,327167434.0,39512223,38.1,13,CA
US,California,San Francisco,California-San Francisco,2020-02-11,0.0,2,2.0,0.0,0,0.0,NYT,37.727239000000004,-123.032229,,,,,US,USA,327167434.0,39512223,38.1,13,CA
US,California,Santa Clara,California-Santa Clara,2020-02-11,0.0,2,2.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,13,CA
US,Illinois,Cook,Illinois-Cook,2020-02-11,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,13,IL
US,Massachusetts,Suffolk,Massachusetts-Suffolk,2020-02-11,0.0,1,1.0,0.0,0,0.0,NYT,42.338551,-71.018253,,,,,US,USA,327167434.0,6949503,38.1,13,MA
US,Washington,Snohomish,Washington-Snohomish,2020-02-11,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,13,WA
US,Wisconsin,Dane,Wisconsin-Dane,2020-02-11,0.0,1,1.0,0.0,0,0.0,NYT,43.067468,-89.417852,,,,,US,USA,327167434.0,5822434,38.1,13,WI
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-12,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,14,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-12,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,14,CA
US,California,Orange,California-Orange,2020-02-12,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,14,CA
US,California,San Diego,California-San Diego,2020-02-12,0.0,1,1.0,0.0,0,0.0,NYT,33.023604,-116.776117,,,,,US,USA,327167434.0,39512223,38.1,14,CA
US,California,San Francisco,California-San Francisco,2020-02-12,0.0,2,2.0,0.0,0,0.0,NYT,37.727239000000004,-123.032229,,,,,US,USA,327167434.0,39512223,38.1,14,CA
US,California,Santa Clara,California-Santa Clara,2020-02-12,0.0,2,2.0,0.0,0,0.0,NYT,37.220695,-121.69051,,,,,US,USA,327167434.0,39512223,38.1,14,CA
US,Illinois,Cook,Illinois-Cook,2020-02-12,0.0,2,2.0,0.0,0,0.0,NYT,41.894294,-87.645455,,,,,US,USA,327167434.0,12671821,38.1,14,IL
US,Massachusetts,Suffolk,Massachusetts-Suffolk,2020-02-12,0.0,1,1.0,0.0,0,0.0,NYT,42.338551,-71.018253,,,,,US,USA,327167434.0,6949503,38.1,14,MA
US,Texas,Bexar,Texas-Bexar,2020-02-12,1.0,1,0.0,0.0,0,0.0,NYT,29.448671,-98.520147,,,,,US,USA,327167434.0,28995881,38.1,14,TX
US,Washington,Snohomish,Washington-Snohomish,2020-02-12,0.0,1,1.0,0.0,0,0.0,NYT,48.070464,-121.936784,,,,,US,USA,327167434.0,7614893,38.1,14,WA
US,Wisconsin,Dane,Wisconsin-Dane,2020-02-12,0.0,1,1.0,0.0,0,0.0,NYT,43.067468,-89.417852,,,,,US,USA,327167434.0,5822434,38.1,14,WI
US,Arizona,Maricopa,Arizona-Maricopa,2020-02-13,0.0,1,1.0,0.0,0,0.0,NYT,33.345176,-112.49893,,,,,US,USA,327167434.0,7278717,38.1,15,AZ
US,California,Los Angeles,California-Los Angeles,2020-02-13,0.0,1,1.0,0.0,0,0.0,NYT,34.196397999999995,-118.26186200000001,,,,,US,USA,327167434.0,39512223,38.1,15,CA
US,California,Orange,California-Orange,2020-02-13,0.0,1,1.0,0.0,0,0.0,NYT,33.675687,-117.777207,,,,,US,USA,327167434.0,39512223,38.1,15,CA
US,California,San Diego,California-San Diego,2020-02-13,0.0,1,1.0,0.0,0,0.0,NYT,33.023604,-116.776117,,,,,US,USA,327167434.0,39512223,38.1,15,CA
